Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,SEO Title,SEO Description
bf44efde,Jas 469,<p>Een hoogwaardige jas van Polyester in Zwart kleur en maat L.</p>,FashionBrand,Jas,"Zwart,Polyester,L,Jas,Heren,Herfst",TRUE,Color,Zwart,Size,L,c2ffacb6e2c5,848,shopify,10,deny,manual,405.04,486.05,TRUE,TRUE,,Koop Jas 469 in Zwart - Perfect voor Formeel,"Jas 469 gemaakt van Polyester, ideaal voor Herfst en Formeel gelegenheden."
624eb616,Jurk 81,<p>Een hoogwaardige jurk van Wol in Blauw kleur en maat M.</p>,FashionBrand,Jurk,"Blauw,Wol,M,Jurk,Heren,Herfst",TRUE,Color,Blauw,Size,M,fcbdd1d8129a,455,shopify,241,deny,manual,14.75,16.23,TRUE,TRUE,,Koop Jurk 81 in Blauw - Perfect voor Formeel,"Jurk 81 gemaakt van Wol, ideaal voor Herfst en Formeel gelegenheden."
e8d2ebfa,Accessoire 398,<p>Een hoogwaardige accessoire van Katoen in Rood kleur en maat One Size.</p>,FashionBrand,Accessoire,"Rood,Katoen,One Size,Accessoire,Unisex,Herfst",TRUE,Color,Rood,Size,One Size,2287c8d7c400,380,shopify,34,deny,manual,64.95,64.95,TRUE,TRUE,,Koop Accessoire 398 in Rood - Perfect voor Werk,"Accessoire 398 gemaakt van Katoen, ideaal voor Herfst en Werk gelegenheden."
4682bedc,Jas 359,<p>Een hoogwaardige jas van Denim in Grijs kleur en maat L.</p>,FashionBrand,Jas,"Grijs,Denim,L,Jas,Unisex,Lente",TRUE,Color,Grijs,Size,L,6e49c89ead1d,1191,shopify,148,deny,manual,434.07,434.07,TRUE,TRUE,,Koop Jas 359 in Grijs - Perfect voor Formeel,"Jas 359 gemaakt van Denim, ideaal voor Lente en Formeel gelegenheden."
1f36240d,Accessoire 19,<p>Een hoogwaardige accessoire van Leder in Bruin kleur en maat One Size.</p>,FashionBrand,Accessoire,"Bruin,Leder,One Size,Accessoire,Unisex,Lente",TRUE,Color,Bruin,Size,One Size,6dc61a174ba8,599,shopify,265,deny,manual,21.41,21.41,TRUE,TRUE,,Koop Accessoire 19 in Bruin - Perfect voor Casual,"Accessoire 19 gemaakt van Leder, ideaal voor Lente en Casual gelegenheden."
09d7cce4,Accessoire 271,<p>Een hoogwaardige accessoire van Linnen in Zwart kleur en maat One Size.</p>,FashionBrand,Accessoire,"Zwart,Linnen,One Size,Accessoire,Heren,Lente",TRUE,Color,Zwart,Size,One Size,fda9ed821228,363,shopify,102,deny,manual,50.61,50.61,TRUE,TRUE,,Koop Accessoire 271 in Zwart - Perfect voor Werk,"Accessoire 271 gemaakt van Linnen, ideaal voor Lente en Werk gelegenheden."
86b9d5fd,Accessoire 144,<p>Een hoogwaardige accessoire van Leder in Paars kleur en maat One Size.</p>,FashionBrand,Accessoire,"Paars,Leder,One Size,Accessoire,Unisex,Herfst",TRUE,Color,Paars,Size,One Size,7d37d0174aa3,1065,shopify,339,deny,manual,346.82,346.82,TRUE,TRUE,,Koop Accessoire 144 in Paars - Perfect voor Casual,"Accessoire 144 gemaakt van Leder, ideaal voor Herfst en Casual gelegenheden."
dedccfe4,Broek 252,<p>Een hoogwaardige broek van Leder in Wit kleur en maat 34.</p>,FashionBrand,Broek,"Wit,Leder,34,Broek,Heren,Lente",TRUE,Color,Wit,Size,34,2d4b28901a48,294,shopify,300,deny,manual,268.98,268.98,TRUE,TRUE,,Koop Broek 252 in Wit - Perfect voor Formeel,
23aac4f1,Broek 440,<p>Een hoogwaardige broek van Wol in Beige kleur en maat 32.</p>,FashionBrand,Broek,"Beige,Wol,32,Broek,Unisex,Winter",TRUE,Color,Beige,Size,32,d33e73acfff5,394,shopify,425,deny,manual,325.08,357.59,TRUE,TRUE,,Koop Broek 440 in Beige - Perfect voor Werk,"Broek 440 gemaakt van Wol, ideaal voor Winter en Werk gelegenheden."
030e1712,Accessoire 15,<p>Een hoogwaardige accessoire van Leder in Groen kleur en maat One Size.</p>,FashionBrand,Accessoire,"Groen,Leder,One Size,Accessoire,Unisex,Herfst",TRUE,Color,Groen,Size,One Size,bc5aa23f4c31,1105,shopify,137,deny,manual,445.36,534.43,TRUE,TRUE,,Koop Accessoire 15 in Groen - Perfect voor Casual,"Accessoire 15 gemaakt van Leder, ideaal voor Herfst en Casual gelegenheden."
98cbf8cf,Jurk 187,<p>Een hoogwaardige jurk van Katoen in Zwart kleur en maat S.</p>,FashionBrand,Jurk,"Zwart,Katoen,S,Jurk,Dames,Zomer",TRUE,Color,Zwart,Size,S,07357922844e,444,shopify,103,deny,manual,58.46,58.46,TRUE,TRUE,,Koop Jurk 187 in Zwart - Perfect voor Sport,"Jurk 187 gemaakt van Katoen, ideaal voor Zomer en Sport gelegenheden."
92e1b703,Broek 7,<p>Een hoogwaardige broek van Polyester in Zwart kleur en maat 30.</p>,FashionBrand,Broek,"Zwart,Polyester,30,Broek,Dames,Zomer",TRUE,Color,Zwart,Size,30,92424c479d26,580,shopify,358,deny,manual,100.88,100.88,TRUE,TRUE,,Koop Broek 7 in Zwart - Perfect voor Sport,"Broek 7 gemaakt van Polyester, ideaal voor Zomer en Sport gelegenheden."
01a201df,Schoenen 375,<p>Een hoogwaardige schoenen van Polyester in Geel kleur en maat 42.</p>,FashionBrand,Schoenen,"Geel,Polyester,42,Schoenen,Heren,Lente",TRUE,Color,Geel,Size,42,c4c6fa7cb956,902,shopify,254,deny,manual,91.7,91.7,TRUE,TRUE,,,"Schoenen 375 gemaakt van Polyester, ideaal voor Lente en Formeel gelegenheden."
08019984,Schoenen 80,<p>Een hoogwaardige schoenen van Leder in Wit kleur en maat 43.</p>,FashionBrand,Schoenen,"Wit,Leder,43,Schoenen,Unisex,Winter",TRUE,Color,Wit,Size,43,1c89e71121d0,1138,shopify,486,deny,manual,479.98,479.98,TRUE,TRUE,,,"Schoenen 80 gemaakt van Leder, ideaal voor Winter en Formeel gelegenheden."
ed04b3ea,Broek 348,<p>Een hoogwaardige broek van Denim in Rood kleur en maat 36.</p>,FashionBrand,Broek,"Rood,Denim,36,Broek,Dames,Winter",TRUE,Color,Rood,Size,36,0ece5eeee944,791,shopify,31,deny,manual,14.98,14.98,TRUE,TRUE,,Koop Broek 348 in Rood - Perfect voor Casual,"Broek 348 gemaakt van Denim, ideaal voor Winter en Casual gelegenheden."
c93617da,Accessoire 314,<p>Een hoogwaardige accessoire van Wol in Geel kleur en maat One Size.</p>,FashionBrand,Accessoire,"Geel,Wol,One Size,Accessoire,Heren,Lente",TRUE,Color,Geel,Size,One Size,bd7dd42dbff3,1139,shopify,98,deny,manual,154.74,154.74,TRUE,TRUE,,Koop Accessoire 314 in Geel - Perfect voor Werk,"Accessoire 314 gemaakt van Wol, ideaal voor Lente en Werk gelegenheden."
5cae0912,Accessoire 235,<p>Een hoogwaardige accessoire van Katoen in Groen kleur en maat One Size.</p>,FashionBrand,Accessoire,"Groen,Katoen,One Size,Accessoire,Heren,Herfst",TRUE,Color,Groen,Size,One Size,7034fe1c54ba,371,shopify,356,deny,manual,197.2,256.36,TRUE,TRUE,,,"Accessoire 235 gemaakt van Katoen, ideaal voor Herfst en Werk gelegenheden."
72ed7ae8,Accessoire 230,<p>Een hoogwaardige accessoire van Polyester in Blauw kleur en maat One Size.</p>,FashionBrand,Accessoire,"Blauw,Polyester,One Size,Accessoire,Unisex,Zomer",TRUE,Color,Blauw,Size,One Size,e008f778bd63,1097,shopify,274,deny,manual,415.36,415.36,TRUE,TRUE,,Koop Accessoire 230 in Blauw - Perfect voor Formeel,
a9a3bb35,Shirt 129,<p>Een hoogwaardige shirt van Wol in Zwart kleur en maat XL.</p>,FashionBrand,Shirt,"Zwart,Wol,XL,Shirt,Unisex,Herfst",TRUE,Color,Zwart,Size,XL,809143224d9b,978,shopify,374,deny,manual,308.8,308.8,TRUE,TRUE,,Koop Shirt 129 in Zwart - Perfect voor Casual,
38f52eb4,Shirt 228,<p>Een hoogwaardige shirt van Katoen in Beige kleur en maat L.</p>,FashionBrand,Shirt,"Beige,Katoen,L,Shirt,Dames,Lente",TRUE,Color,Beige,Size,L,b844cfda4a17,399,shopify,275,deny,manual,95.37,95.37,TRUE,TRUE,,Koop Shirt 228 in Beige - Perfect voor Casual,"Shirt 228 gemaakt van Katoen, ideaal voor Lente en Casual gelegenheden."
d08e8dd0,Broek 477,<p>Een hoogwaardige broek van Linnen in Wit kleur en maat 34.</p>,FashionBrand,Broek,"Wit,Linnen,34,Broek,Heren,Winter",TRUE,Color,Wit,Size,34,96afb9841728,922,shopify,154,deny,manual,371.65,408.81,TRUE,TRUE,,Koop Broek 477 in Wit - Perfect voor Formeel,"Broek 477 gemaakt van Linnen, ideaal voor Winter en Formeel gelegenheden."
37b68df7,Shirt 388,<p>Een hoogwaardige shirt van Denim in Bruin kleur en maat M.</p>,FashionBrand,Shirt,"Bruin,Denim,M,Shirt,Unisex,Winter",TRUE,Color,Bruin,Size,M,6abcfb99478f,270,shopify,220,deny,manual,472.83,472.83,TRUE,TRUE,,Koop Shirt 388 in Bruin - Perfect voor Casual,"Shirt 388 gemaakt van Denim, ideaal voor Winter en Casual gelegenheden."
903209c6,Broek 157,<p>Een hoogwaardige broek van Katoen in Wit kleur en maat 36.</p>,FashionBrand,Broek,"Wit,Katoen,36,Broek,Dames,Zomer",TRUE,Color,Wit,Size,36,7357e0f36075,400,shopify,101,deny,manual,217.18,217.18,TRUE,TRUE,,,
337de3d8,Jas 113,<p>Een hoogwaardige jas van Leder in Geel kleur en maat M.</p>,FashionBrand,Jas,"Geel,Leder,M,Jas,Unisex,Lente",TRUE,Color,Geel,Size,M,057c4ac50b54,780,shopify,369,deny,manual,76.77,76.77,TRUE,TRUE,,Koop Jas 113 in Geel - Perfect voor Formeel,"Jas 113 gemaakt van Leder, ideaal voor Lente en Formeel gelegenheden."
741c2fe1,Shirt 307,<p>Een hoogwaardige shirt van Wol in Paars kleur en maat M.</p>,FashionBrand,Shirt,"Paars,Wol,M,Shirt,Heren,Winter",TRUE,Color,Paars,Size,M,2da1473f06df,663,shopify,219,deny,manual,127.69,127.69,TRUE,TRUE,,Koop Shirt 307 in Paars - Perfect voor Werk,"Shirt 307 gemaakt van Wol, ideaal voor Winter en Werk gelegenheden."
c3d96ae0,Shirt 206,<p>Een hoogwaardige shirt van Denim in Beige kleur en maat XXL.</p>,FashionBrand,Shirt,"Beige,Denim,XXL,Shirt,Unisex,Herfst",TRUE,Color,Beige,Size,XXL,66a5d14ff61e,276,shopify,348,deny,manual,284.16,284.16,TRUE,TRUE,,,"Shirt 206 gemaakt van Denim, ideaal voor Herfst en Formeel gelegenheden."
97bf5592,Schoenen 430,<p>Een hoogwaardige schoenen van Leder in Geel kleur en maat 42.</p>,FashionBrand,Schoenen,"Geel,Leder,42,Schoenen,Unisex,Lente",TRUE,Color,Geel,Size,42,e5ad2fb8222e,1144,shopify,376,deny,manual,87.7,87.7,TRUE,TRUE,,,"Schoenen 430 gemaakt van Leder, ideaal voor Lente en Sport gelegenheden."
bb009346,Accessoire 456,<p>Een hoogwaardige accessoire van Linnen in Rood kleur en maat One Size.</p>,FashionBrand,Accessoire,"Rood,Linnen,One Size,Accessoire,Unisex,Zomer",TRUE,Color,Rood,Size,One Size,67a3ebc89c79,274,shopify,70,deny,manual,483.71,483.71,TRUE,TRUE,,,
8ab54aa6,Shirt 223,<p>Een hoogwaardige shirt van Wol in Geel kleur en maat XL.</p>,FashionBrand,Shirt,"Geel,Wol,XL,Shirt,Heren,Herfst",TRUE,Color,Geel,Size,XL,2bcc3ad23c12,677,shopify,416,deny,manual,265.35,265.35,TRUE,TRUE,,Koop Shirt 223 in Geel - Perfect voor Sport,"Shirt 223 gemaakt van Wol, ideaal voor Herfst en Sport gelegenheden."
621efb9e,Shirt 253,<p>Een hoogwaardige shirt van Wol in Geel kleur en maat XXL.</p>,FashionBrand,Shirt,"Geel,Wol,XXL,Shirt,Dames,Winter",TRUE,Color,Geel,Size,XXL,4b49bab8284e,615,shopify,265,deny,manual,329.92,329.92,TRUE,TRUE,,Koop Shirt 253 in Geel - Perfect voor Casual,"Shirt 253 gemaakt van Wol, ideaal voor Winter en Casual gelegenheden."
97fb8b6b,Shirt 142,<p>Een hoogwaardige shirt van Polyester in Paars kleur en maat L.</p>,FashionBrand,Shirt,"Paars,Polyester,L,Shirt,Heren,Winter",TRUE,Color,Paars,Size,L,6eb5fbf8f345,475,shopify,146,deny,manual,207.83,207.83,TRUE,TRUE,,Koop Shirt 142 in Paars - Perfect voor Formeel,"Shirt 142 gemaakt van Polyester, ideaal voor Winter en Formeel gelegenheden."
e8f3ef5a,Accessoire 403,<p>Een hoogwaardige accessoire van Wol in Zwart kleur en maat One Size.</p>,FashionBrand,Accessoire,"Zwart,Wol,One Size,Accessoire,Dames,Lente",TRUE,Color,Zwart,Size,One Size,dd614a424af8,682,shopify,481,deny,manual,359.25,359.25,TRUE,TRUE,,,"Accessoire 403 gemaakt van Wol, ideaal voor Lente en Casual gelegenheden."
bdc7388b,Schoenen 70,<p>Een hoogwaardige schoenen van Katoen in Wit kleur en maat 38.</p>,FashionBrand,Schoenen,"Wit,Katoen,38,Schoenen,Dames,Lente",TRUE,Color,Wit,Size,38,3412ec2d9753,576,shopify,265,deny,manual,34.78,34.78,TRUE,TRUE,,Koop Schoenen 70 in Wit - Perfect voor Werk,"Schoenen 70 gemaakt van Katoen, ideaal voor Lente en Werk gelegenheden."
7e54cca3,Jas 8,<p>Een hoogwaardige jas van Linnen in Grijs kleur en maat XL.</p>,FashionBrand,Jas,"Grijs,Linnen,XL,Jas,Dames,Herfst",TRUE,Color,Grijs,Size,XL,28b3871a61ae,785,shopify,493,deny,manual,138.7,138.7,TRUE,TRUE,,,"Jas 8 gemaakt van Linnen, ideaal voor Herfst en Casual gelegenheden."
964580f5,Shirt 67,<p>Een hoogwaardige shirt van Wol in Wit kleur en maat M.</p>,FashionBrand,Shirt,"Wit,Wol,M,Shirt,Unisex,Herfst",TRUE,Color,Wit,Size,M,2b5741b23c4c,386,shopify,230,deny,manual,334.71,334.71,TRUE,TRUE,,Koop Shirt 67 in Wit - Perfect voor Werk,"Shirt 67 gemaakt van Wol, ideaal voor Herfst en Werk gelegenheden."
e26b77d5,Accessoire 365,<p>Een hoogwaardige accessoire van Leder in Beige kleur en maat One Size.</p>,FashionBrand,Accessoire,"Beige,Leder,One Size,Accessoire,Unisex,Zomer",TRUE,Color,Beige,Size,One Size,fb7003088e64,1188,shopify,370,deny,manual,319.88,415.84,TRUE,TRUE,,Koop Accessoire 365 in Beige - Perfect voor Casual,"Accessoire 365 gemaakt van Leder, ideaal voor Zomer en Casual gelegenheden."
20415572,Shirt 272,<p>Een hoogwaardige shirt van Leder in Rood kleur en maat L.</p>,FashionBrand,Shirt,"Rood,Leder,L,Shirt,Dames,Herfst",TRUE,Color,Rood,Size,L,941c0d264503,299,shopify,34,deny,manual,316.44,379.73,TRUE,TRUE,,,
7708511b,Schoenen 298,<p>Een hoogwaardige schoenen van Leder in Bruin kleur en maat 43.</p>,FashionBrand,Schoenen,"Bruin,Leder,43,Schoenen,Heren,Zomer",TRUE,Color,Bruin,Size,43,0595f4e95650,248,shopify,156,deny,manual,220.69,220.69,TRUE,TRUE,,Koop Schoenen 298 in Bruin - Perfect voor Casual,"Schoenen 298 gemaakt van Leder, ideaal voor Zomer en Casual gelegenheden."
bfcf1efa,Broek 49,<p>Een hoogwaardige broek van Linnen in Blauw kleur en maat 28.</p>,FashionBrand,Broek,"Blauw,Linnen,28,Broek,Unisex,Lente",TRUE,Color,Blauw,Size,28,2cd0fad9350d,1128,shopify,274,deny,manual,328.32,328.32,TRUE,TRUE,,Koop Broek 49 in Blauw - Perfect voor Casual,"Broek 49 gemaakt van Linnen, ideaal voor Lente en Casual gelegenheden."
1e0d2f57,Broek 148,<p>Een hoogwaardige broek van Leder in Geel kleur en maat 32.</p>,FashionBrand,Broek,"Geel,Leder,32,Broek,Dames,Lente",TRUE,Color,Geel,Size,32,90efc1ceaa94,701,shopify,250,deny,manual,166.77,166.77,TRUE,TRUE,,Koop Broek 148 in Geel - Perfect voor Sport,"Broek 148 gemaakt van Leder, ideaal voor Lente en Sport gelegenheden."
9d2dc169,Shirt 236,<p>Een hoogwaardige shirt van Katoen in Rood kleur en maat M.</p>,FashionBrand,Shirt,"Rood,Katoen,M,Shirt,Dames,Zomer",TRUE,Color,Rood,Size,M,1fe734905786,1082,shopify,350,deny,manual,493.43,493.43,TRUE,TRUE,,Koop Shirt 236 in Rood - Perfect voor Sport,"Shirt 236 gemaakt van Katoen, ideaal voor Zomer en Sport gelegenheden."
e70b20d5,Accessoire 244,<p>Een hoogwaardige accessoire van Linnen in Rood kleur en maat One Size.</p>,FashionBrand,Accessoire,"Rood,Linnen,One Size,Accessoire,Unisex,Zomer",TRUE,Color,Rood,Size,One Size,0b8a23aa7ad8,288,shopify,457,deny,manual,485.85,485.85,TRUE,TRUE,,Koop Accessoire 244 in Rood - Perfect voor Werk,"Accessoire 244 gemaakt van Linnen, ideaal voor Zomer en Werk gelegenheden."
31b1a4eb,Jas 105,<p>Een hoogwaardige jas van Leder in Grijs kleur en maat M.</p>,FashionBrand,Jas,"Grijs,Leder,M,Jas,Dames,Winter",TRUE,Color,Grijs,Size,M,d02f5eebc8cc,463,shopify,398,deny,manual,62.02,62.02,TRUE,TRUE,,,"Jas 105 gemaakt van Leder, ideaal voor Winter en Sport gelegenheden."
65b9a457,Shirt 256,<p>Een hoogwaardige shirt van Linnen in Zwart kleur en maat M.</p>,FashionBrand,Shirt,"Zwart,Linnen,M,Shirt,Unisex,Herfst",TRUE,Color,Zwart,Size,M,865f8b43369b,224,shopify,122,deny,manual,110.69,132.83,TRUE,TRUE,,Koop Shirt 256 in Zwart - Perfect voor Sport,
94e9d8e0,Accessoire 398,<p>Een hoogwaardige accessoire van Linnen in Blauw kleur en maat One Size.</p>,FashionBrand,Accessoire,"Blauw,Linnen,One Size,Accessoire,Unisex,Zomer",TRUE,Color,Blauw,Size,One Size,0dce243222bc,353,shopify,204,deny,manual,137.88,137.88,TRUE,TRUE,,Koop Accessoire 398 in Blauw - Perfect voor Formeel,"Accessoire 398 gemaakt van Linnen, ideaal voor Zomer en Formeel gelegenheden."
eb132114,Broek 159,<p>Een hoogwaardige broek van Denim in Rood kleur en maat 36.</p>,FashionBrand,Broek,"Rood,Denim,36,Broek,Dames,Winter",TRUE,Color,Rood,Size,36,a030d6aff3c3,1190,shopify,431,deny,manual,361.48,361.48,TRUE,TRUE,,Koop Broek 159 in Rood - Perfect voor Casual,"Broek 159 gemaakt van Denim, ideaal voor Winter en Casual gelegenheden."
6072f9ab,Shirt 424,<p>Een hoogwaardige shirt van Denim in Wit kleur en maat M.</p>,FashionBrand,Shirt,"Wit,Denim,M,Shirt,Unisex,Winter",TRUE,Color,Wit,Size,M,f982ee484e44,1061,shopify,284,deny,manual,429.65,429.65,TRUE,TRUE,,Koop Shirt 424 in Wit - Perfect voor Sport,"Shirt 424 gemaakt van Denim, ideaal voor Winter en Sport gelegenheden."
2e77dd05,Shirt 112,<p>Een hoogwaardige shirt van Wol in Groen kleur en maat M.</p>,FashionBrand,Shirt,"Groen,Wol,M,Shirt,Unisex,Lente",TRUE,Color,Groen,Size,M,daf48a861680,576,shopify,90,deny,manual,427.41,427.41,TRUE,TRUE,,Koop Shirt 112 in Groen - Perfect voor Werk,"Shirt 112 gemaakt van Wol, ideaal voor Lente en Werk gelegenheden."
6f7d09fa,Broek 500,<p>Een hoogwaardige broek van Polyester in Groen kleur en maat 30.</p>,FashionBrand,Broek,"Groen,Polyester,30,Broek,Unisex,Zomer",TRUE,Color,Groen,Size,30,12aa36e6f90f,702,shopify,270,deny,manual,199.92,199.92,TRUE,TRUE,,,"Broek 500 gemaakt van Polyester, ideaal voor Zomer en Werk gelegenheden."
f5a3c4c5,Jurk 45,<p>Een hoogwaardige jurk van Katoen in Zwart kleur en maat M.</p>,FashionBrand,Jurk,"Zwart,Katoen,M,Jurk,Unisex,Winter",TRUE,Color,Zwart,Size,M,ca6e01c0d675,1140,shopify,14,deny,manual,108.59,119.45,TRUE,TRUE,,,
e18da8d2,Jas 19,<p>Een hoogwaardige jas van Leder in Groen kleur en maat XL.</p>,FashionBrand,Jas,"Groen,Leder,XL,Jas,Dames,Winter",TRUE,Color,Groen,Size,XL,56c8d42354cd,314,shopify,206,deny,manual,245.5,245.5,TRUE,TRUE,,Koop Jas 19 in Groen - Perfect voor Sport,"Jas 19 gemaakt van Leder, ideaal voor Winter en Sport gelegenheden."
1a276a3a,Schoenen 262,<p>Een hoogwaardige schoenen van Polyester in Grijs kleur en maat 39.</p>,FashionBrand,Schoenen,"Grijs,Polyester,39,Schoenen,Unisex,Herfst",TRUE,Color,Grijs,Size,39,914379f202e9,1029,shopify,83,deny,manual,344.92,344.92,TRUE,TRUE,,Koop Schoenen 262 in Grijs - Perfect voor Formeel,
8c1e1aeb,Shirt 412,<p>Een hoogwaardige shirt van Linnen in Groen kleur en maat M.</p>,FashionBrand,Shirt,"Groen,Linnen,M,Shirt,Dames,Herfst",TRUE,Color,Groen,Size,M,4e9bbabe99b8,1080,shopify,166,deny,manual,388.77,388.77,TRUE,TRUE,,Koop Shirt 412 in Groen - Perfect voor Sport,"Shirt 412 gemaakt van Linnen, ideaal voor Herfst en Sport gelegenheden."
ba5a759a,Jas 73,<p>Een hoogwaardige jas van Denim in Grijs kleur en maat M.</p>,FashionBrand,Jas,"Grijs,Denim,M,Jas,Dames,Winter",TRUE,Color,Grijs,Size,M,36ebfbdbb3af,924,shopify,119,deny,manual,455.82,455.82,TRUE,TRUE,,Koop Jas 73 in Grijs - Perfect voor Formeel,"Jas 73 gemaakt van Denim, ideaal voor Winter en Formeel gelegenheden."
e7059cdf,Accessoire 136,<p>Een hoogwaardige accessoire van Leder in Geel kleur en maat One Size.</p>,FashionBrand,Accessoire,"Geel,Leder,One Size,Accessoire,Dames,Lente",TRUE,Color,Geel,Size,One Size,d7b4b276352d,584,shopify,218,deny,manual,81.7,81.7,TRUE,TRUE,,Koop Accessoire 136 in Geel - Perfect voor Formeel,"Accessoire 136 gemaakt van Leder, ideaal voor Lente en Formeel gelegenheden."
3d02150f,Jurk 485,<p>Een hoogwaardige jurk van Wol in Groen kleur en maat S.</p>,FashionBrand,Jurk,"Groen,Wol,S,Jurk,Unisex,Zomer",TRUE,Color,Groen,Size,S,18d7625bc00d,1153,shopify,354,deny,manual,336.72,336.72,TRUE,TRUE,,Koop Jurk 485 in Groen - Perfect voor Formeel,"Jurk 485 gemaakt van Wol, ideaal voor Zomer en Formeel gelegenheden."
d2dd73fa,Broek 472,<p>Een hoogwaardige broek van Katoen in Paars kleur en maat 34.</p>,FashionBrand,Broek,"Paars,Katoen,34,Broek,Heren,Lente",TRUE,Color,Paars,Size,34,0d43294b0e47,240,shopify,299,deny,manual,375.9,375.9,TRUE,TRUE,,Koop Broek 472 in Paars - Perfect voor Formeel,
48bc6269,Jurk 224,<p>Een hoogwaardige jurk van Linnen in Zwart kleur en maat S.</p>,FashionBrand,Jurk,"Zwart,Linnen,S,Jurk,Dames,Zomer",TRUE,Color,Zwart,Size,S,e32bac96bc82,290,shopify,283,deny,manual,144.16,144.16,TRUE,TRUE,,Koop Jurk 224 in Zwart - Perfect voor Werk,"Jurk 224 gemaakt van Linnen, ideaal voor Zomer en Werk gelegenheden."
e7e838c5,Broek 209,<p>Een hoogwaardige broek van Wol in Grijs kleur en maat 30.</p>,FashionBrand,Broek,"Grijs,Wol,30,Broek,Unisex,Winter",TRUE,Color,Grijs,Size,30,df6a53f2f139,702,shopify,332,deny,manual,371.87,371.87,TRUE,TRUE,,Koop Broek 209 in Grijs - Perfect voor Werk,
b2ff5917,Jurk 173,<p>Een hoogwaardige jurk van Polyester in Rood kleur en maat M.</p>,FashionBrand,Jurk,"Rood,Polyester,M,Jurk,Dames,Zomer",TRUE,Color,Rood,Size,M,fcc1aec03793,298,shopify,234,deny,manual,444.37,444.37,TRUE,TRUE,,Koop Jurk 173 in Rood - Perfect voor Sport,"Jurk 173 gemaakt van Polyester, ideaal voor Zomer en Sport gelegenheden."
fe18e7e7,Jas 332,<p>Een hoogwaardige jas van Linnen in Grijs kleur en maat XL.</p>,FashionBrand,Jas,"Grijs,Linnen,XL,Jas,Heren,Zomer",TRUE,Color,Grijs,Size,XL,31f5fdc45c96,1022,shopify,104,deny,manual,270.46,270.46,TRUE,TRUE,,Koop Jas 332 in Grijs - Perfect voor Casual,"Jas 332 gemaakt van Linnen, ideaal voor Zomer en Casual gelegenheden."
b1e9b448,Schoenen 386,<p>Een hoogwaardige schoenen van Wol in Paars kleur en maat 41.</p>,FashionBrand,Schoenen,"Paars,Wol,41,Schoenen,Dames,Zomer",TRUE,Color,Paars,Size,41,1eb0a229978e,997,shopify,21,deny,manual,471.61,565.93,TRUE,TRUE,,Koop Schoenen 386 in Paars - Perfect voor Formeel,"Schoenen 386 gemaakt van Wol, ideaal voor Zomer en Formeel gelegenheden."
e3cabad6,Jas 32,<p>Een hoogwaardige jas van Linnen in Grijs kleur en maat S.</p>,FashionBrand,Jas,"Grijs,Linnen,S,Jas,Heren,Herfst",TRUE,Color,Grijs,Size,S,b82f129e0762,513,shopify,53,deny,manual,485.57,534.13,TRUE,TRUE,,Koop Jas 32 in Grijs - Perfect voor Werk,"Jas 32 gemaakt van Linnen, ideaal voor Herfst en Werk gelegenheden."
d8a0500f,Accessoire 419,<p>Een hoogwaardige accessoire van Linnen in Beige kleur en maat One Size.</p>,FashionBrand,Accessoire,"Beige,Linnen,One Size,Accessoire,Dames,Winter",TRUE,Color,Beige,Size,One Size,31d25e82f9b4,864,shopify,330,deny,manual,10.86,10.86,TRUE,TRUE,,Koop Accessoire 419 in Beige - Perfect voor Casual,"Accessoire 419 gemaakt van Linnen, ideaal voor Winter en Casual gelegenheden."
6286fc66,Jurk 429,<p>Een hoogwaardige jurk van Leder in Blauw kleur en maat S.</p>,FashionBrand,Jurk,"Blauw,Leder,S,Jurk,Dames,Zomer",TRUE,Color,Blauw,Size,S,bfa1d27012fc,1131,shopify,8,deny,manual,124.67,162.07,TRUE,TRUE,,Koop Jurk 429 in Blauw - Perfect voor Casual,"Jurk 429 gemaakt van Leder, ideaal voor Zomer en Casual gelegenheden."
3d8167b8,Jas 320,<p>Een hoogwaardige jas van Polyester in Zwart kleur en maat L.</p>,FashionBrand,Jas,"Zwart,Polyester,L,Jas,Heren,Winter",TRUE,Color,Zwart,Size,L,fb57a66861db,1022,shopify,416,deny,manual,298.09,298.09,TRUE,TRUE,,Koop Jas 320 in Zwart - Perfect voor Casual,"Jas 320 gemaakt van Polyester, ideaal voor Winter en Casual gelegenheden."
6e7aee08,Schoenen 183,<p>Een hoogwaardige schoenen van Katoen in Geel kleur en maat 44.</p>,FashionBrand,Schoenen,"Geel,Katoen,44,Schoenen,Heren,Lente",TRUE,Color,Geel,Size,44,a596847d46a7,455,shopify,403,deny,manual,436.35,436.35,TRUE,TRUE,,Koop Schoenen 183 in Geel - Perfect voor Casual,
